De_CodFolha,De_DescFolha,De_CodEvento,De_DescEvento,De_TipoEvento,DataUltimaUtilizacao,Para_CodFolha,Para_DescFolha,Para_CodEvento,Para_DescEvento,Pred_Para_CodFolha,Pred_Para_DescFolha,Pred_Para_CodEvento,Pred_Para_DescEvento
1,MENSAL,4105,COMPL ABONO PECUNIARIO RECALCULO 1 OCOR,P,202306,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
302,RET I MENSAL RETIFICADORA I,4105,COMPL ABONO PECUNIARIO RECALCULO 1 OCOR,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
300,RET I MENSAL DIFERENCA,4106,DIF COMPL ABONO PECUNIARIO RECALCULO 1,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
301,RET I MENSAL TOTALIZADORA,4106,DIF COMPL ABONO PECUNIARIO RECALCULO 1,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
1,MENSAL,4110,COMPL 1/3 ABONO PECUNIARIO RECALC 1 OC,P,202306,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
302,RET I MENSAL RETIFICADORA I,4110,COMPL 1/3 ABONO PECUNIARIO RECALC 1 OC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
300,RET I MENSAL DIFERENCA,4111,DIF COMPL 1/3 ABONO PECUNIARIO RECALC 1,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
301,RET I MENSAL TOTALIZADORA,4111,DIF COMPL 1/3 ABONO PECUNIARIO RECALC 1,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
1,MENSAL,4115,COMPL MEDIA ABONO PECUNIARIO RECALC 1 OC,P,202306,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
302,RET I MENSAL RETIFICADORA I,4115,COMPL MEDIA ABONO PECUNIARIO RECALC 1 OC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
300,RET I MENSAL DIFERENCA,4116,DIF COMPL MEDIA ABONO PECUNIARIO RECALC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
301,RET I MENSAL TOTALIZADORA,4116,DIF COMPL MEDIA ABONO PECUNIARIO RECALC,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
1,MENSAL,4120,COMPL MEDIA 1/3 ABONO PECUNIARIO REC 1,P,202306,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
302,RET I MENSAL RETIFICADORA I,4120,COMPL MEDIA 1/3 ABONO PECUNIARIO REC 1,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
300,RET I MENSAL DIFERENCA,4121,DIF COMPL MEDIA 1/3 ABONO PECUNIARIO RE,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
301,RET I MENSAL TOTALIZADORA,4121,DIF COMPL MEDIA 1/3 ABONO PECUNIARIO RE,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
2,FERIAS 1 OCORRENCIA NO MES,4400,FERIAS MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4405,1/3 FERIAS MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4410,MEDIA FERIAS MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4415,MEDIA 1/3 FERIAS MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4420,ABONO PECUNIARIO MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4425,1/3 ABONO PECUNIARIO MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4430,MEDIA ABONO PECUNIARIO MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4435,MEDIA 1/3 ABONO PECUNIARIO MES,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4440,FERIAS MES SEGUINTE,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4440.0,FERIAS MES SEGUINTE
2,FERIAS 1 OCORRENCIA NO MES,4445,1/3 FERIAS MES SEGUINTE,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4450,MEDIA FERIAS MES SEGUINTE,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4455,MEDIA 1/3 FERIAS MES SEGUINTE,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
2,FERIAS 1 OCORRENCIA NO MES,4480,ADIANTAMENTO 13 SALARIO FERIAS,P,202306,,,,,2.0,FERIAS 1 OCORRENCIA NO MES,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
6,ADIANTAMENTO QUINZENAL,4600,ADIANTAMENTO QUINZENAL,P,202306,,,,,6.0,ADIANTAMENTO QUINZENAL,4600.0,AUXILIO DOENCA
17,ADIANTAMENTO PRO-LABORE,6010,ADIANTAMENTO PRO LABORE,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
26,PAGAMENTO ABONO,2715,ABONO C/ IRRF,P,202206,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
1,MENSAL,2730,ABONO C/ IRRF MENSAL,P,202206,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
10,MENSAL PRO-LABORE/DIRETOR,2730,ABONO C/ IRRF MENSAL,P,202206,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
4,13 SALARIO,4935,GRATIFICACAO NATALINA,P,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
3,ADIANTAMENTO 13 SALARIO,4800,ADIANTAMENTO 13 SALARIO,P,202211,,,,,4.0,13 SALARIO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
4,13 SALARIO,4900,13 SALARIO,P,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
1,MENSAL,4902,DEV 13 SALARIO,D,202212,,,,,11.0,MENSAL ESTAGIARIOS,4025.0,ATRASOS
4,13 SALARIO,4905,MEDIA 13 SALARIO,P,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,7200.0,FGTS MULTA RESCISAO
4,13 SALARIO,4910,13 SALARIO MATERNIDADE LEI 10710,P,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
4,13 SALARIO,4915,MEDIA 13 SALARIO MATERNIDADE LEI 10710,P,202212,,,,,3.0,ADIANTAMENTO 13 SALARIO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
1,MENSAL,4920,13 SALARIO COMPLEMENTAR,P,202212,,,,,1.0,MENSAL,4025.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
5,RESCISAO,4920,13 SALARIO COMPLEMENTAR,P,202212,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
5,RESCISAO,5015,AVISO PREVIO INDENIZADO S/ INC,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5015,AVISO PREVIO INDENIZADO S/ INC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5016,DIF AVISO PREVIO INDENIZADO S/ INC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5016,DIF AVISO PREVIO INDENIZADO S/ INC,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5016,DIF AVISO PREVIO INDENIZADO S/ INC,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5285,MEDIA AVISO PREVIO INDENIZADO S/INC,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5285,MEDIA AVISO PREVIO INDENIZADO S/INC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5286,DIF MEDIA AVISO PREVIO INDENIZADO S/INC,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5055,INDENIZACAO ART 479 CLT,P,202106,,,,,5.0,RESCISAO,5055.0,FGTS MULTA RESCISAO
8,RESCISAO COMP FORA DO MES,5056,DIF INDENIZACAO ART 479 CLT,P,202107,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
5,RESCISAO,5060,INDENIZACAO ADICIONAL LEI 7238/84,P,202301,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
5,RESCISAO,5100,FERIAS VENCIDAS,P,202306,,,,,5.0,RESCISAO,5110.0,FERIAS VENCIDAS
502,RET I RESCISAO RETIFICADORA,5100,FERIAS VENCIDAS,P,202304,,,,,39.0,ACORDO TRABALHISTA,5110.0,FERIAS VENCIDAS
500,RET I RESCISAO DIFERENCA,5101,DIF FERIAS VENCIDAS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5101,DIF FERIAS VENCIDAS,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5101,DIF FERIAS VENCIDAS,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5105,FERIAS PROPORCIONAIS,P,202306,,,,,5.0,RESCISAO,5105.0,FERIAS PROPORCIONAIS
502,RET I RESCISAO RETIFICADORA,5105,FERIAS PROPORCIONAIS,P,202304,,,,,39.0,ACORDO TRABALHISTA,5105.0,FERIAS PROPORCIONAIS
500,RET I RESCISAO DIFERENCA,5106,DIF FERIAS PROPORCIONAIS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5106,DIF FERIAS PROPORCIONAIS,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
8,RESCISAO COMP FORA DO MES,5106,DIF FERIAS PROPORCIONAIS,P,202107,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5106,DIF FERIAS PROPORCIONAIS,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5110,FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5110,FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5111,DIF FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5111,DIF FERIAS INDENIZADAS AVISO PREVIO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5111,DIF FERIAS INDENIZADAS AVISO PREVIO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5115,1/3 FERIAS RESCISAO,P,202306,,,,,5.0,RESCISAO,5180.0,AUXILIO DOENCA
502,RET I RESCISAO RETIFICADORA,5115,1/3 FERIAS RESCISAO,P,202304,,,,,39.0,ACORDO TRABALHISTA,5180.0,13 SALARIO MATERNIDADE LEI 10710
500,RET I RESCISAO DIFERENCA,5116,DIF 1/3 FERIAS RESCISAO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5116,DIF 1/3 FERIAS RESCISAO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
8,RESCISAO COMP FORA DO MES,5116,DIF 1/3 FERIAS RESCISAO,P,202107,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5116,DIF 1/3 FERIAS RESCISAO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5120,13 SALARIO PROPORCIONAL,P,202306,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5120,13 SALARIO PROPORCIONAL,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5121,DIF 13 SALARIO PROPORCIONAL,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5121,DIF 13 SALARIO PROPORCIONAL,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
8,RESCISAO COMP FORA DO MES,5121,DIF 13 SALARIO PROPORCIONAL,P,202107,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5121,DIF 13 SALARIO PROPORCIONAL,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5125,13 SALARIO INDENIZADO AVISO PREVIO,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5125,13 SALARIO INDENIZADO AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5126,DIF 13 SALARIO INDENIZADO AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5126,DIF 13 SALARIO INDENIZADO AVISO PREVIO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5126,DIF 13 SALARIO INDENIZADO AVISO PREVIO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5140,MEDIA 13 SALARIO PROPORCIONAL,P,202306,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5140,MEDIA 13 SALARIO PROPORCIONAL,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5141,DIF MEDIA 13 SALARIO PROPORCIONAL,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5141,DIF MEDIA 13 SALARIO PROPORCIONAL,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5141,DIF MEDIA 13 SALARIO PROPORCIONAL,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5141,DIF MEDIA 13 SALARIO PROPORCIONAL,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5145,MEDIA 13 SALARIO INDENIZADO AVISO PREVIO,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5145,MEDIA 13 SALARIO INDENIZADO AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5146,DIF MEDIA 13 SAL INDENIZADO AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5146,DIF MEDIA 13 SAL INDENIZADO AVISO PREVIO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5146,DIF MEDIA 13 SAL INDENIZADO AVISO PREVIO,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5146,DIF MEDIA 13 SAL INDENIZADO AVISO PREVIO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5286,DIF MEDIA AVISO PREVIO INDENIZADO S/INC,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5286,DIF MEDIA AVISO PREVIO INDENIZADO S/INC,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5286,DIF MEDIA AVISO PREVIO INDENIZADO S/INC,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
5,RESCISAO,5160,MEDIA FERIAS VENCIDAS,P,202306,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5160,MEDIA FERIAS VENCIDAS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5161,DIF MEDIA FERIAS VENCIDAS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5161,DIF MEDIA FERIAS VENCIDAS,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5161,DIF MEDIA FERIAS VENCIDAS,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5165,MEDIA FERIAS PROPORCIONAIS,P,202306,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5165,MEDIA FERIAS PROPORCIONAIS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5166,DIF MEDIA FERIAS PROPORCIONAIS,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5166,DIF MEDIA FERIAS PROPORCIONAIS,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5166,DIF MEDIA FERIAS PROPORCIONAIS,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5166,DIF MEDIA FERIAS PROPORCIONAIS,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5170,MEDIA FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5170,MEDIA FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5171,DIF MEDIA FERIAS INDENIZ AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5171,DIF MEDIA FERIAS INDENIZ AVISO PREVIO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5171,DIF MEDIA FERIAS INDENIZ AVISO PREVIO,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5171,DIF MEDIA FERIAS INDENIZ AVISO PREVIO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5175,1/3 MEDIA FERIAS RESCISAO,P,202306,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5175,1/3 MEDIA FERIAS RESCISAO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5176,DIF 1/3 MEDIA FERIAS RESCISAO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5176,DIF 1/3 MEDIA FERIAS RESCISAO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5176,DIF 1/3 MEDIA FERIAS RESCISAO,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5176,DIF 1/3 MEDIA FERIAS RESCISAO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,2720,ABONO C/ IRRF RESCISAO,P,202206,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
8,RESCISAO COMP FORA DO MES,2720,ABONO C/ IRRF RESCISAO,P,202206,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
5,RESCISAO,5210,1/3 FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5210,1/3 FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5211,DIF 1/3 FERIAS INDENIZADAS AVISO PREVIO,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5211,DIF 1/3 FERIAS INDENIZADAS AVISO PREVIO,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
80,RESCISAO COMP FM DISSIDIO,5211,DIF 1/3 FERIAS INDENIZADAS AVISO PREVIO,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
5,RESCISAO,5215,1/3 MEDIA FERIAS INDENIZADAS AVISO PR,P,202304,,,,,5.0,RESCISAO,4425.0,BUSCA VLR MEDIA 13º PAGO FOLHA 13º
502,RET I RESCISAO RETIFICADORA,5215,1/3 MEDIA FERIAS INDENIZADAS AVISO PR,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
500,RET I RESCISAO DIFERENCA,5216,DIF 1/3 MEDIA FERIAS INDENIZADAS AVISO P,P,202304,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
501,RET I RESCISAO TOTALIZADORA,5216,DIF 1/3 MEDIA FERIAS INDENIZADAS AVISO P,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
7,RESCISAO COMP NO MES,5216,DIF 1/3 MEDIA FERIAS INDENIZADAS AVISO P,P,202303,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
80,RESCISAO COMP FM DISSIDIO,5216,DIF 1/3 MEDIA FERIAS INDENIZADAS AVISO P,P,202207,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
10,MENSAL PRO-LABORE/DIRETOR,6000,PRO-LABORE,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
81,RESCISAO PRO LABORE,6000,PRO-LABORE,P,202302,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
10,MENSAL PRO-LABORE/DIRETOR,6001,DIF PRO-LABORE,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
10,MENSAL PRO-LABORE/DIRETOR,6015,GRATIFICACAO DE FERIAS,P,202201,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
10,MENSAL PRO-LABORE/DIRETOR,6005,GRATIFICACAO NATALINA PRO-LABORE,P,202212,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
81,RESCISAO PRO LABORE,6005,GRATIFICACAO NATALINA PRO-LABORE,P,202302,,,,,39.0,ACORDO TRABALHISTA,4425.0,01 DIA TRABALHADO MES 10/06
10,MENSAL PRO-LABORE/DIRETOR,6007,DEV GRATIF NATALINA PRO-LABORE,D,202212,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
10,MENSAL PRO-LABORE/DIRETOR,6020,1/3 DE GRATIFICACAO DE FERIAS,P,202306,,,,,39.0,ACORDO TRABALHISTA,4425.0,#N/D
