De_CodFolha,De_DescFolha,De_CodEvento,De_DescEvento,De_TipoEvento,DataUltimaUtilizacao,Para_CodFolha,Para_DescFolha,Para_CodEvento,Para_DescEvento
1,MENSAL,12189,BSC VLR 09- UN EF DO SEU JTO DEP 3,R,202310,1,MENSAL,27251,BSC VLR 09- UN EF DO SEU JTO DEP 3
1,MENSAL,12190,IND 01-UN EF DO SEU JTO DEP 3,R,202310,1,MENSAL,27252,IND 01-UN EF DO SEU JTO DEP 3
1,MENSAL,12193,VLR 10- UN AP DO SEU JTO,R,202310,1,MENSAL,27253,VLR 10- UN AP DO SEU JTO
1,MENSAL,12194,IND 01-UN AP DO SEU JTO,R,202310,1,MENSAL,27254,IND 01-UN AP DO SEU JTO
1,MENSAL,12195,BSC VLR 10- UN AP DO SEU JTO,R,202310,1,MENSAL,27255,BSC VLR 10- UN AP DO SEU JTO
1,MENSAL,12198,VLR 10- UN AP DO SEU JTO DEP 1,R,202310,1,MENSAL,27256,VLR 10- UN AP DO SEU JTO DEP 1
1,MENSAL,12199,BSC VLR 10- UN AP DO SEU JTO DEP 1,R,202310,1,MENSAL,27257,BSC VLR 10- UN AP DO SEU JTO DEP 1
1,MENSAL,12200,IND 01-UN AP DO SEU JTO DEP 1,R,202310,1,MENSAL,27258,IND 01-UN AP DO SEU JTO DEP 1
1,MENSAL,12203,VLR 10- UN AP DO SEU JTO DEP 2,R,202310,1,MENSAL,27259,VLR 10- UN AP DO SEU JTO DEP 2
1,MENSAL,12205,IND 01-UN AP DO SEU JTO DEP 2,R,202310,1,MENSAL,27261,IND 01-UN AP DO SEU JTO DEP 2
1,MENSAL,12209,BSC VLR 10- UN AP DO SEU JTO DEP 3,R,202310,1,MENSAL,27262,BSC VLR 10- UN AP DO SEU JTO DEP 3
1,MENSAL,12213,VLR 01 BRONZE I,R,202310,1,MENSAL,27263,VLR 01 BRONZE I
1,MENSAL,12214,IND 01-BRONZE I,R,202310,1,MENSAL,27263,VLR 01 BRONZE I
1,MENSAL,12215,BSC VLR 01 BRONZE I,R,202310,1,MENSAL,27264,BSC VLR 01 BRONZE I
1,MENSAL,12218,VLR 01 - BRONZE I DEP 1,R,202310,1,MENSAL,27265,VLR 01 - BRONZE I DEP 1
1,MENSAL,12219,BSC VLR01- BRONZE I DEP1,R,202310,1,MENSAL,27266,BSC VLR01- BRONZE I DEP1
1,MENSAL,12220,IND 01 - BRONZE I DEP I,R,202310,1,MENSAL,27267,IND 01 - BRONZE I DEP I
1,MENSAL,12223,VLR 01 - BRONZE I DEP 2,R,202206,1,MENSAL,27268,VLR 01 - BRONZE I DEP 2
1,MENSAL,12224,BSC VLR01- BRONZE I DEP2,R,202310,1,MENSAL,27269,BSC VLR01- BRONZE I DEP2
1,MENSAL,12228,VLR 01 - BRONZE I DEP 3,R,202205,1,MENSAL,27270,VLR 01 - BRONZE I DEP 3
1,MENSAL,12229,BSC VLR01- BRONZE I DEP3,R,202310,1,MENSAL,27271,BSC VLR01- BRONZE I DEP3
1,MENSAL,12333,VLR 02 BRONZE INTEGRAL I,R,202310,1,MENSAL,27272,VLR 02 BRONZE INTEGRAL I
1,MENSAL,12334,BSC VLR 02 BRONZE INTEGRAL I,R,202310,1,MENSAL,27273,BSC VLR 02 BRONZE INTEGRAL I
1,MENSAL,12335,IND 02-BRONZE INTEGRAL I,R,202310,1,MENSAL,27274,IND 02-BRONZE INTEGRAL I
1,MENSAL,12338,VLR 02 - BRONZE INTEGRAL I DEP 1,R,202310,1,MENSAL,27275,VLR 02 - BRONZE INTEGRAL I DEP 1
1,MENSAL,12339,BSC VLR02- BRONZE INTEGRAL I DEP1,R,202310,1,MENSAL,27276,BSC VLR02- BRONZE INTEGRAL I DEP1
1,MENSAL,12340,IND 02 - BRONZE INTEGRAL I DEP I,R,202310,1,MENSAL,27277,IND 02 - BRONZE INTEGRAL I DEP I
1,MENSAL,12343,VLR 02 - BRONZE INTEGRAL I DEP 2,R,202310,1,MENSAL,27278,VLR 02 - BRONZE INTEGRAL I DEP 2
1,MENSAL,12344,BSC VLR02- BRONZE INTEGRAL I DEP2,R,202310,1,MENSAL,27279,BSC VLR02- BRONZE INTEGRAL I DEP2
1,MENSAL,12345,IND 02 - BRONZE INTEGRAL I DEP 2,R,202310,1,MENSAL,27280,IND 02 - BRONZE INTEGRAL I DEP 2
1,MENSAL,12348,VLR 02 - BRONZE INTEGRAL I DEP 3,R,202310,1,MENSAL,27281,VLR 02 - BRONZE INTEGRAL I DEP 3
1,MENSAL,12349,BSC VLR02- BRONZE INTEGRAL I DEP3,R,202310,1,MENSAL,27282,IND 02 - BRONZE INTEGRAL I DEP 3
1,MENSAL,12350,IND 02 - BRONZE INTEGRAL I DEP 3,R,202310,1,MENSAL,27283,IND 02 - BRONZE INTEGRAL I DEP 3
1,MENSAL,12353,VLR 03 BRONZE DOC,R,202310,1,MENSAL,27284,VLR 03 BRONZE DOC
1,MENSAL,12354,BSC VLR 03 BRONZE DOC,R,202310,1,MENSAL,27285,BSC VLR 03 BRONZE DOC
1,MENSAL,12355,IND 03-BRONZE DOC,R,202310,1,MENSAL,27286,IND 03-BRONZE DOC
1,MENSAL,12358,VLR 03 - BRONZE DOC DEP 1,R,202310,1,MENSAL,27287,VLR 03 - BRONZE DOC DEP 1
1,MENSAL,12359,BSC VLR03- BRONZE DOC DEP1,R,202310,1,MENSAL,27288,BSC VLR03- BRONZE DOC DEP1
1,MENSAL,12360,IND 03 - BRONZE DOC DEP I,R,202310,1,MENSAL,27289,IND 03 - BRONZE DOC DEP I
1,MENSAL,12363,VLR 03 - BRONZE DOC DEP 2,R,202310,1,MENSAL,27290,VLR 03 - BRONZE DOC DEP 2
1,MENSAL,12364,BSC VLR03- BRONZE DOC DEP2,R,202310,1,MENSAL,27291,BSC VLR03- BRONZE DOC DEP2
1,MENSAL,12365,IND 03 - BRONZE DOC DEP 2,R,202310,1,MENSAL,27292,IND 03 - BRONZE DOC DEP 2
1,MENSAL,12369,BSC VLR03- BRONZE DOC DEP3,R,202310,1,MENSAL,27293,BSC VLR03- BRONZE DOC DEP3
1,MENSAL,12373,VLR 04 BRONZE PLUS,R,202310,1,MENSAL,27294,VLR 04 BRONZE PLUS
1,MENSAL,12374,BSC VLR 04 BRONZE PLUS,R,202310,1,MENSAL,27295,BSC VLR 04 BRONZE PLUS
1,MENSAL,12375,IND 04-BRONZE PLUS,R,202310,1,MENSAL,27296,IND 04-BRONZE PLUS
1,MENSAL,12378,VLR 04 - BRONZE PLUS DEP 1,R,202310,1,MENSAL,27297,VLR 04 - BRONZE PLUS DEP 1
1,MENSAL,12379,BSC VLR04- BRONZE PLUS DEP1,R,202310,1,MENSAL,27298,BSC VLR04- BRONZE PLUS DEP1
1,MENSAL,12380,IND 04 - BRONZE PLUS DEP 1,R,202310,1,MENSAL,27299,IND 04 - BRONZE PLUS DEP 1
1,MENSAL,12383,VLR 04 - BRONZE PLUS DEP 2,R,202301,1,MENSAL,27300,VLR 04 - BRONZE PLUS DEP 2
1,MENSAL,12384,BSC VLR04- BRONZE PLUS DEP2,R,202310,1,MENSAL,27301,BSC VLR04- BRONZE PLUS DEP2
1,MENSAL,12385,IND 04 - BRONZE PLUS DEP 2,R,202301,1,MENSAL,27302,IND 04 - BRONZE PLUS DEP 2
1,MENSAL,12389,BSC VLR04- BRONZE PLUS DEP3,R,202310,1,MENSAL,27303,BSC VLR04- BRONZE PLUS DEP3
1,MENSAL,12393,VLR 05 PRATA I,R,202310,1,MENSAL,27304,VLR 05 PRATA I
1,MENSAL,12394,BSC VLR 05 PRATA I,R,202310,1,MENSAL,27305,BSC VLR 05 PRATA I
1,MENSAL,12395,IND 05-PRATA I,R,202310,1,MENSAL,27306,IND 05-PRATA I
1,MENSAL,12398,VLR 05 - PRATA I DEP 1,R,202310,1,MENSAL,27307,VLR 05 - PRATA I DEP 1
1,MENSAL,12399,BSC VLR05- PRATA I,R,202310,1,MENSAL,27308,BSC VLR05- PRATA I
1,MENSAL,12400,IND 05 - PRATA I DEP 1,R,202310,1,MENSAL,27309,IND 05 - PRATA I DEP 1
1,MENSAL,12403,VLR 05 - PRATA I DEP 2,R,202310,1,MENSAL,27310,VLR 05 - PRATA I DEP 2
1,MENSAL,12405,IND 05 - PRATA I DEP 2,R,202310,1,MENSAL,27312,IND 05 - PRATA I DEP 2
1,MENSAL,12408,VLR 05 - PRATA I DEP 3,R,202305,1,MENSAL,27313,VLR 05 - PRATA I DEP 3
1,MENSAL,12409,BSC VLR05- PRATA I DEP3,R,202310,1,MENSAL,27314,BSC VLR05- PRATA I DEP3
1,MENSAL,12410,IND 05 - PRATA I DEP 3,R,202305,1,MENSAL,27315,IND 05 - PRATA I DEP 3
1,MENSAL,12413,VLR 06 PRATA PLUS,R,202208,1,MENSAL,27316,VLR 06 PRATA PLUS
1,MENSAL,12414,BSC VLR 06 PRATA PLUS,R,202310,1,MENSAL,27317,BSC VLR 06 PRATA PLUS
1,MENSAL,12415,IND 06-PRATA PLUS,R,202208,1,MENSAL,27318,IND 06-PRATA PLUS
1,MENSAL,12419,BSC VLR06- PRATA PLUS DEP1,R,202310,1,MENSAL,27319,BSC VLR06- PRATA PLUS DEP1
1,MENSAL,12424,BSC VLR06- PRATA PLUS DEP2,R,202310,1,MENSAL,27320,BSC VLR06- PRATA PLUS DEP2
1,MENSAL,12429,BSC VLR06- PRATA PLUS DEP3,R,202310,1,MENSAL,27321,BSC VLR06- PRATA PLUS DEP3
1,MENSAL,12433,VLR 07 OURO I,R,202310,1,MENSAL,27322,VLR 07 OURO I
1,MENSAL,12434,BSC VLR 07 OURO I,R,202310,1,MENSAL,27323,BSC VLR 07 OURO I
1,MENSAL,12435,IND 07-OURO I,R,202310,1,MENSAL,27324,IND 07-OURO I
1,MENSAL,12438,VLR 07 - OURO I DEP 1,R,202303,1,MENSAL,27325,VLR 07 - OURO I DEP 1
1,MENSAL,12439,BSC VLR07- OURO I DEP1,R,202310,1,MENSAL,27326,BSC VLR07- OURO I DEP1
1,MENSAL,12440,IND 07 - OURO I DEP 1,R,202303,1,MENSAL,27327,IND 07 - OURO I DEP 1
1,MENSAL,12444,BSC VLR07- OURO I DEP2,R,202310,1,MENSAL,27328,BSC VLR07- OURO I DEP2
1,MENSAL,12449,BSC VLR07- OURO I DEP3,R,202310,1,MENSAL,27329,BSC VLR07- OURO I DEP3
1,MENSAL,12453,VLR 08 OURO PROTESE,R,202310,1,MENSAL,27330,VLR 08 OURO PROTESE
1,MENSAL,12454,BSC VLR 08 OURO PROTESE,R,202310,1,MENSAL,27331,BSC VLR 08 OURO PROTESE
1,MENSAL,12455,IND 08-OURO PROTESE,R,202310,1,MENSAL,27332,IND 08-OURO PROTESE
1,MENSAL,12458,VLR 08 - OURO PROTESE DEP 1,R,202305,1,MENSAL,27333,VLR 08 - OURO PROTESE DEP 1
1,MENSAL,12459,BSC VLR08- OURO PROTESE DEP1,R,202310,1,MENSAL,27334,BSC VLR08- OURO PROTESE DEP1
1,MENSAL,12460,IND 08 - OURO PROTESE DEP 1,R,202310,1,MENSAL,27335,IND 08 - OURO PROTESE DEP 1
1,MENSAL,12464,BSC VLR08- OURO PROTESE DEP2,R,202310,1,MENSAL,27336,BSC VLR08- OURO PROTESE DEP2
1,MENSAL,12465,IND 08 - OURO PROTESE DEP 2,R,202310,1,MENSAL,27337,IND 08 - OURO PROTESE DEP 2
1,MENSAL,12469,BSC VLR08- OURO PROTESE DEP3,R,202310,1,MENSAL,27338,BSC VLR08- OURO PROTESE DEP3
1,MENSAL,22525,GRPS-CONTRIB EMPRESA LIMINAR ATESTADO ME,R,202310,1,MENSAL,27340,GRPS-CONTRIB EMPRESA LIMINAR ATESTADO ME
1,MENSAL,22560,INDICADOR FALTAS,R,202310,1,MENSAL,27341,INDICADOR FALTAS
1,MENSAL,22570,INDICADOR ATRASO,R,202310,1,MENSAL,27342,INDICADOR ATRASO
1,MENSAL,22580,PERCENTUAL (T) SIND TRAB TEC SAUDE RP,R,202008,1,MENSAL,27343,PERCENTUAL (T) SIND TRAB TEC SAUDE RP
1,MENSAL,22590,PERCENTUAL SIND TRAB TEC SAUDE RP,R,202310,1,MENSAL,27344,PERCENTUAL SIND TRAB TEC SAUDE RP
1,MENSAL,22600,PERCENTUAL SINDICATO ENFERMEIROS,R,199709,1,MENSAL,27345,PERCENTUAL SINDICATO ENFERMEIROS
1,MENSAL,22610,PERCENTUAL SINDICATO FARMACEUTICOS,R,202310,1,MENSAL,27346,PERCENTUAL SINDICATO FARMACEUTICOS
1,MENSAL,22850,MEDIA COMISSAO,R,201310,1,MENSAL,27347,MEDIA COMISSAO
1,MENSAL,22900,QUANT DEP ASSISTENCIA MEDICA,R,200007,1,MENSAL,27349,QUANT DEP ASSISTENCIA MEDICA
1,MENSAL,22990,BASE CALC FGTS AFAST ACID TRAB,R,202307,1,MENSAL,27354,BASE CALC FGTS AFAST ACID TRAB
1,MENSAL,23000,INDICADOR FGTS AFASTADO,R,202307,1,MENSAL,27355,INDICADOR FGTS AFASTADO
1,MENSAL,23060,VALOR PL SAUDE UNIMED-ENF,R,200007,1,MENSAL,27356,VALOR PL SAUDE UNIMED-ENF
1,MENSAL,23070,QUANT DEP.PL SAUDE ,R,201107,1,MENSAL,27357,QUANT DEP.PL SAUDE
1,MENSAL,23100,VALOR PLANO SAUDE UNIMED-APT,R,201107,1,MENSAL,27358,VALOR PLANO SAUDE UNIMED-APT
1,MENSAL,23110,QTO MEDIA HORAS EXTRAS P/ SUPRESSÃO,R,200903,1,MENSAL,27359,QTO MEDIA HORAS EXTRAS P/ SUPRESSÃO
1,MENSAL,23150,CONT PREV S/ AFAST. ACID. TRAB,R,201709,1,MENSAL,27360,CONT PREV S/ AFAST. ACID. TRAB
1,MENSAL,23175,MEDIA ADCIONAL NOTURNO 20% FERIAS,R,202310,1,MENSAL,27361,MEDIA ADCIONAL NOTURNO 20% FERIAS
1,MENSAL,23185,MEDIA ADCIONAL NOTURNO 20% BASE FÉRIAS,R,201806,1,MENSAL,27362,MEDIA ADCIONAL NOTURNO 20% BASE FÉRIAS
1,MENSAL,23195,MEDIA ADICIONAL NOTURNO 20% 13º SALARIO,R,201807,1,MENSAL,27364,MEDIA ADICIONAL NOTURNO 20% 13º SALARIO
1,MENSAL,23280,BASE MEDIA AD NOT 20% MAT,R,202310,1,MENSAL,27365,BASE MEDIA AD NOT 20% MAT
1,MENSAL,23285,BASE MEDIA HORA EXTRA 50% MAT,R,202002,1,MENSAL,27366,BASE MEDIA HORA EXTRA 50% MAT
1,MENSAL,23290,BASE MEDIA HX NAO HAB MAT,R,202202,1,MENSAL,27367,BASE MEDIA HX NAO HAB MAT
1,MENSAL,23295,BASE MEDIA DSR MAT,R,202310,1,MENSAL,27368,BASE MEDIA DSR MAT
1,MENSAL,23305,BASE MEDIA TAXA ENF MAT,R,202310,1,MENSAL,27369,BASE MEDIA TAXA ENF MAT
1,MENSAL,23310,BASE MEDIA GRATIF MAT,R,201811,1,MENSAL,27370,BASE MEDIA GRATIF MAT
1,MENSAL,23315,BASE MEDIA GRAT EXTRA MAT,R,201901,1,MENSAL,27371,BASE MEDIA GRAT EXTRA MAT
1,MENSAL,23320,BASE MEDIA GRAT FUNC MAT,R,201910,1,MENSAL,27371,BASE MEDIA GRAT EXTRA MAT
1,MENSAL,23325,BASE MEDIA GRAT ASS MAT,R,202310,1,MENSAL,27372,BASE MEDIA GRAT ASS MAT
1,MENSAL,23335,BASE MEDIA AD NOT MAT,R,201810,1,MENSAL,27373,BASE MEDIA AD NOT MAT
1,MENSAL,23340,BASE MEDIA AD NOT MAT,R,202310,1,MENSAL,27373,BASE MEDIA AD NOT MAT
1,MENSAL,23350,BASE MEDIA REPOUSO MAT,R,202310,1,MENSAL,27374,BASE MEDIA REPOUSO MAT
1,MENSAL,23355,BASE MEDIA HORA EXTRA NOT MAT,R,202201,1,MENSAL,27375,BASE MEDIA HORA EXTRA NOT MAT
1,MENSAL,23360,BASE MEDIA DIF GRAT MAT,R,202310,1,MENSAL,27376,BASE MEDIA DIF GRAT MAT
1,MENSAL,23365,BASE ASSIDUIDADE ATESTADO,R,202310,1,MENSAL,27377,BASE ASSIDUIDADE ATESTADO
1,MENSAL,23370,BASE DE COMPOSIÇAO ATESTADO,R,202310,1,MENSAL,27378,BASE DE COMPOSIÇAO ATESTADO
1,MENSAL,23375,BASE CUSTO FUNCIONARIO,R,202310,1,MENSAL,27379,BASE CUSTO FUNCIONARIO
1,MENSAL,23380,CUSTO FUNCIONARIO NO MES/PROV,R,202310,1,MENSAL,27380,CUSTO FUNCIONARIO NO MES/PROV
1,MENSAL,23385,BASE VT,R,202310,1,MENSAL,27381,BASE VT
1,MENSAL,23645,BASE GRATIF RESULTADO,R,201807,1,MENSAL,27383,BASE GRATIF RESULTADO
1,MENSAL,23465,BASE ASSIDUIDADE REF ADIC NOTURNO,R,202310,1,MENSAL,27384,BASE ASSIDUIDADE REF ADIC NOTURNO
1,MENSAL,10025,BASE INSS LIMINAR ATESTADO MEDICO-PROVEN,R,202310,1,MENSAL,27385,BASE INSS LIMINAR ATESTADO MEDICO-PROVEN
1,MENSAL,10041,BS CALC FGTS MÊS C/ DEDUCAO LIMINARES,R,202310,1,MENSAL,27386,BS CALC FGTS MÊS C/ DEDUCAO LIMINARES
1,MENSAL,10045,BASE FGTS LIMINAR ATESTADO MEDICO-PROVEN,R,202310,1,MENSAL,27387,BASE FGTS LIMINAR ATESTADO MEDICO-PROVEN
1,MENSAL,10065,REND TRIB BRUTOS AUX,R,202310,1,MENSAL,27388,REND TRIB BRUTOS AUX
1,MENSAL,11730,VALOR AD NOT 20% SALARIO BASE,R,202310,1,MENSAL,27389,VALOR AD NOT 20% SALARIO BASE
1,MENSAL,15035,DEDUÇÕES IRRF (10000) - MP 202,R,200411,1,MENSAL,27390,DEDUÇÕES IRRF (10000) - MP 202
1,MENSAL,20045,BASE TOTAL LIM INSS/FGTS S 1/3 FÉRIAS,R,202310,1,MENSAL,27391,BASE TOTAL LIM INSS/FGTS S 1/3 FÉRIAS
1,MENSAL,22515,GRPS-CONTRIB EMPRESA LIMINAR 1/3 FÉRIAS,R,202310,1,MENSAL,27392,GRPS-CONTRIB EMPRESA LIMINAR 1/3 FÉRIAS
1,MENSAL,23985,BASE ADIC NOTURNO ATESTADO,R,202310,1,MENSAL,27393,BASE ADIC NOTURNO ATESTADO
1,MENSAL,23990,BASE INSS MULTIPLOS VINCULOS,R,202309,1,MENSAL,27393,BASE ADIC NOTURNO ATESTADO
1,MENSAL,24050,ASSIDUIDADE SIND DA ENFERMAGEM (SIENF),R,202310,1,MENSAL,27394,ASSIDUIDADE SIND DA ENFERMAGEM (SIENF)
1,MENSAL,24055,PERCENTUAL ASSIDUID SIND DA ENF (SIENF),R,202310,1,MENSAL,27394,ASSIDUIDADE SIND DA ENFERMAGEM (SIENF)
1,MENSAL,24060,INDICADOR ATESTADO MÉDICO,R,202310,1,MENSAL,27395,INDICADOR ATESTADO MÉDICO
1,MENSAL,24065,IND SINDICATO DA ENFERMAGEM (SIENF),R,202310,1,MENSAL,27396,IND SINDICATO DA ENFERMAGEM (SIENF)
1,MENSAL,24105,IND SIND TRABALHADORES SAUDE - STS,R,202310,1,MENSAL,27397,IND SIND TRABALHADORES SAUDE - STS
1,MENSAL,24115,QUANT HORAS JOR TRAB 12X36 (NOT E DIUR),R,202310,1,MENSAL,27398,QUANT HORAS JOR TRAB 12X36 (NOT E DIUR)
1,MENSAL,24165,COMPLEMENTO SALARIAL,R,202310,1,MENSAL,27399,COMPLEMENTO SALARIAL
1,MENSAL,24325,INSAL 30% SOBRE PISO STS RESULTADO,R,202201,1,MENSAL,27400,INSAL 30% SOBRE PISO STS RESULTADO
1,MENSAL,24330,IND INSAL 30% SOBRE PISO STS,R,202201,1,MENSAL,27401,IND INSAL 30% SOBRE PISO STS
1,MENSAL,23670,IND ESTAGIO,R,202310,11,MENSAL ESTAGIARIOS,27402,IND ESTAGIO
1,MENSAL,23630,INDIC BASE REF FUNC HS COMER,R,202310,1,MENSAL,27403,INDIC BASE REF FUNC HS COMER
1,MENSAL,23635,INC BASE REF FUNC HS 12X36,R,202310,1,MENSAL,27404,INC BASE REF FUNC HS 12X36
1,MENSAL,23920,SIND FISIOTERAPIA IND,R,202310,1,MENSAL,27405,SIND FISIOTERAPIA IND
1,MENSAL,23925,IND SIND FISIOTERAPIA,R,202310,1,MENSAL,27406,IND SIND FISIOTERAPIA
1,MENSAL,23930,ASSID FISIOTERAPIA RES,R,202310,1,MENSAL,27407,ASSID FISIOTERAPIA RES
1,MENSAL,24340,VALOR SALDO NEG BANCO DE HORAS,R,202306,1,MENSAL,27408,VALOR SALDO NEG BANCO DE HORAS
1,MENSAL,24435,INDICE AGENTE NOCIVO,R,202310,1,MENSAL,27412,INDICE AGENTE NOCIVO
1,MENSAL,24440,VALOR AGENTE NOCIVO,R,202310,1,MENSAL,27412,INDICE AGENTE NOCIVO
1,MENSAL,23530,BASE PROVENTOS FERIAS,R,202310,1,MENSAL,27418,BASE PROVENTOS FERIAS
1,MENSAL,23535,BASE DESCONTO FERIAS,R,202310,1,MENSAL,27419,BASE DESCONTO FERIAS
1,MENSAL,23555,BASE TOTAL ABONO,R,202309,1,MENSAL,27421,BASE TOTAL ABONO
1,MENSAL,23570,BASE INDICADOR TOTAL DIAS FERIAS,R,202310,1,MENSAL,27423,BASE INDICADOR TOTAL DIAS FERIAS
1,MENSAL,23580,BASE INDICADOR PROV FER LIQ FER,R,202310,1,MENSAL,27425,BASE INDICADOR PROV FER LIQ FER
1,MENSAL,23585,BASE INDICADOR FER LIQ FER,R,202310,1,MENSAL,27426,BASE INDICADOR FER LIQ FER
1,MENSAL,23590,IND DESC DIAS TOTAL DE FER,R,202310,1,MENSAL,27427,IND DESC DIAS TOTAL DE FER
1,MENSAL,23605,ATRIB QUEBRA DE CAIXA,R,202310,1,MENSAL,27428,ATRIB QUEBRA DE CAIXA
1,MENSAL,24025,BASE CUSTO FUNC MED HX,R,202310,1,MENSAL,27429,BASE CUSTO FUNC MED HX
1,MENSAL,24030,BASE TOTAL CUST FUNC,R,202310,1,MENSAL,27430,BASE TOTAL CUST FUNC
1,MENSAL,24035,CUSTO IMPOSTO FUNC,R,202310,1,MENSAL,27431,CUSTO IMPOSTO FUNC
1,MENSAL,24040,CUSTO FUNCIONARIO MES,R,202310,1,MENSAL,27432,CUSTO FUNCIONARIO MES
1,MENSAL,24045,BASE MED DSR AD NOT MAT,R,202310,1,MENSAL,27433,BASE MED DSR AD NOT MAT
1,MENSAL,10290,LIQUIDO PAGO FERIAS,R,201806,1,MENSAL,27439,LIQUIDO PAGO FERIAS
1,MENSAL,24875,AGENTE NOCIVO IND,R,202310,1,MENSAL,27440,AGENTE NOCIVO IND
1,MENSAL,24880,AGENTE NOCIVO COMP,R,202310,1,MENSAL,27441,AGENTE NOCIVO COMP
1,MENSAL,24885,CONTRIB BASE INSS AG NOCIVO,R,202310,1,MENSAL,27442,CONTRIB BASE INSS AG NOCIVO
1,MENSAL,24915,IMPOSTO CUSTO REAL FUNC,R,202310,1,MENSAL,27444,IMPOSTO CUSTO REAL FUNC
1,MENSAL,24920,CUSTO ADIANTAMENTO 13 SAL,R,202310,1,MENSAL,27445,CUSTO ADIANTAMENTO 13 SAL
1,MENSAL,24975,COMPLEMENTO AJUDA DE CUSTO TEC,R,202310,1,MENSAL,27446,COMPLEMENTO AJUDA DE CUSTO TEC
1,MENSAL,24980,IND SIND DOS ENFERMEIROS,R,202310,1,MENSAL,27447,IND SIND DOS ENFERMEIROS
1,MENSAL,23730,BASE MED DSR AD NOT,R,201912,1,MENSAL,27448,BASE MED DSR AD NOT
1,MENSAL,23860,BASE MED AD NOT RESC,R,202012,1,MENSAL,27449,BASE MED AD NOT RESC
1,MENSAL,23865,BASE MED AD NOT RESC,R,202012,1,MENSAL,27449,BASE MED AD NOT RESC
1,MENSAL,23875,BASE MED TAXA ENF RESC,R,202012,1,MENSAL,27450,BASE MED TAXA ENF RESC
1,MENSAL,23885,BASE ASSID RESC,R,202012,1,MENSAL,27451,BASE ASSID RESC
1,MENSAL,23895,BASE SAL SUBST,R,202112,1,MENSAL,27452,BASE SAL SUBST
1,MENSAL,23810,BASE MED HX 50% RESC 1,R,202006,1,MENSAL,27459,BASE MED HX 50% RESC 1
1,MENSAL,23815,BASE MED HX NOT RESC,R,202006,1,MENSAL,27460,BASE MED HX NOT RESC
1,MENSAL,23820,BASE MED DSR AVISO,R,202006,1,MENSAL,27461,BASE MED DSR AVISO
1,MENSAL,23840,VALOR HORAS EXTRAS (BANCO DE HORAS),R,202306,1,MENSAL,27463,VALOR HORAS EXTRAS (BANCO DE HORAS)
1,MENSAL,23845,VALOR  SOBRE AVISO,R,202310,1,MENSAL,27464,VALOR  SOBRE AVISO
1,MENSAL,23850,BASE MED DSR AD NOT RESC,R,202012,1,MENSAL,27465,BASE MED DSR AD NOT RESC
1,MENSAL,23560,BUSCA INDICADOR ABONO,R,202310,1,MENSAL,27470,BUSCA INDICADOR ABONO
1,MENSAL,23675,QUANT HORAS EXTRAS (BANCO DE HORAS),R,202306,1,MENSAL,27485,QUANT HORAS EXTRAS (BANCO DE HORAS)
1,MENSAL,23725,DSR HORAS EXTRAS (BANCO DE HORAS),R,202306,1,MENSAL,27486,DSR HORAS EXTRAS (BANCO DE HORAS)
1,MENSAL,22500,GRPS-CONTRIBUICAO EMPRESA,R,201903,1,MENSAL,27487,GRPS-CONTRIBUICAO EMPRESA
1,MENSAL,22510,GRPS-CONTRIBUICAO TERCEIROS,R,202310,1,MENSAL,27488,GRPS-CONTRIBUICAO TERCEIROS
1,MENSAL,22460,GRPS-SAL CONTRIB INSS 13º,R,202212,1,MENSAL,27489,GRPS-SAL CONTRIB INSS 13º
1,MENSAL,22450,GRPS-SAL CONTRIB INSS MES,R,202310,1,MENSAL,27490,GRPS-SAL CONTRIB INSS MES
1,MENSAL,22470,GRPS-SAL CONTRIB INSS TOTAL,R,201903,1,MENSAL,27491,GRPS-SAL CONTRIB INSS TOTAL
1,MENSAL,23915,QUEBRA DE CAIXA RESULTADO,R,202310,1,MENSAL,27494,QUEBRA DE CAIXA RESULTADO
1,MENSAL,12116,BSC VLR 02 - UNIEMP - APTO DEP 5,R,202310,1,MENSAL,27495,BSC VLR 02 - UNIEMP - APTO DEP 5
1,MENSAL,22527,GRPS-CONTRIB TERC ATESTADO MED,R,202310,1,MENSAL,27496,GRPS-CONTRIB TERC ATESTADO MED
1,MENSAL,12052,VL 06 - UNIEMP - COOP - APT 30% DEP 3,R,202205,1,MENSAL,27497,VL 06 - UNIEMP - COOP - APT 30% DEP 3
1,MENSAL,12121,BSC VL 07 - UNIF - ENF - CONS 30% DEP 5,R,202310,1,MENSAL,27498,BSC VL 07 - UNIF - ENF - CONS 30% DEP 5
1,MENSAL,12204,BSC VLR 10- UN AP DO SEU JTO DEP 2,R,202310,1,MENSAL,27499,BSC VLR 10- UN AP DO SEU JTO DEP 2
1,MENSAL,12404,BSC VLR05- PRATA I DEP2,R,202310,1,MENSAL,27500,BSC VLR05- PRATA I DEP2
1,MENSAL,22520,VALE TRANSPORTE RESULTADO,R,202310,1,MENSAL,27501,VALE TRANSPORTE RESULTADO
1,MENSAL,23640,BASE SAL MAT PARA ABATER CUST FUNC,R,202310,1,MENSAL,27502,BASE SAL MAT PARA ABATER CUST FUNC
1,MENSAL,20020,QUANT DIAS FERIAS MES,R,202310,1,MENSAL,28485,NUM DIAS FERIAS
1,MENSAL,10330,BASE CALC PROVISAO FERIAS,R,201807,,,,#N/D
1,MENSAL,10340,BASE CALC PROVISAO 13º SALARIO,R,202310,,,,#N/D
